-3.332699183374643326e-03,1.402113121002912521e-03,1.953895436599850655e-03,-3.184993751347064972e-03,-2.309162169694900513e-03,-4.141845274716615677e-03,1.839857723098248243e-04,-4.035346675664186478e-03,-3.273624461144208908e-04,2.004192938329651952e-04,-5.332066793926060200e-04,1.199610531330108643e-03,-1.995691796764731407e-03,3.176605096086859703e-03,-2.610447583720088005e-03,5.824788822792470455e-04,1.862618606537580490e-03,-5.596634000539779663e-03,5.418374203145503998e-04,-2.323353430256247520e-03,-2.937494078651070595e-03,2.439800417050719261e-03,-3.574492409825325012e-03,-2.978799631819128990e-03,-2.668427070602774620e-03,1.609576866030693054e-03,3.940545022487640381e-03,-2.348147798329591751e-03,-6.369351176545023918e-04,1.017808914184570312e-03,-4.520355723798274994e-03,6.247450597584247589e-03,-2.567978110164403915e-03,-4.350334871560335159e-03,-5.718480329960584641e-03,-1.480448408983647823e-03,3.506768189254216850e-05,2.063050167635083199e-03,3.520950209349393845e-03,-1.043963478878140450e-03
2.236393280327320099e-03,4.390487913042306900e-03,-3.876145230606198311e-03,-1.673122053034603596e-03,1.502267259638756514e-04,-3.277465235441923141e-03,7.920552161522209644e-04,3.768495749682188034e-03,9.243009844794869423e-04,-3.337900387123227119e-03,1.188423251733183861e-03,-2.560682129114866257e-03,-3.776954719796776772e-03,1.827760133892297745e-03,1.566396327689290047e-03,3.703295951709151268e-03,-1.879274146631360054e-03,1.665677758865058422e-03,5.656316643580794334e-04,-4.224595613777637482e-03,-5.385651602409780025e-04,2.731413347646594048e-03,-2.290819538757205009e-03,-9.374296496389433742e-05,-1.556585310027003288e-03,-2.903530839830636978e-03,2.299997257068753242e-03,7.956405752338469028e-04,-5.065808072686195374e-04,4.947795532643795013e-04,3.947782679460942745e-04,6.098453377489931881e-05,1.463660388253629208e-03,-2.161762909963726997e-03,6.404111045412719250e-04,-3.036428824998438358e-04,-1.327475882135331631e-03,1.608132617548108101e-03,-4.220994655042886734e-03,-1.890910905785858631e-03
-3.131803357973694801e-03,-1.164893270470201969e-03,-2.691590692847967148e-03,1.590370782651007175e-03,4.851362667977809906e-03,-2.458189381286501884e-03,2.314316807314753532e-03,4.738261923193931580e-04,1.391298610542435199e-05,-1.620410243049263954e-03,-3.968643140979111195e-04,3.467940492555499077e-03,3.160929307341575623e-03,-5.595799666480161250e-05,1.668762299232184887e-03,1.626462093554437160e-03,-3.424624679610133171e-03,-1.025070087052881718e-03,2.447540638968348503e-03,-2.876355545595288277e-03,1.229774672538042068e-03,2.740750554949045181e-03,-4.060933832079172134e-03,-3.016012487933039665e-04,3.400366287678480148e-03,-3.214837750419974327e-03,-3.217243356630206108e-03,1.781824161298573017e-03,-8.656797581352293491e-04,-1.512666000053286552e-03,5.864637787453830242e-04,-6.084563676267862320e-03,1.136200153268873692e-03,4.428334999829530716e-03,1.867499435320496559e-03,-2.397529082372784615e-03,-1.847481180448085070e-04,-2.064123982563614845e-03,2.685531275346875191e-03,-1.442330074496567249e-03
-3.702715737745165825e-03,1.393003156408667564e-03,1.896541216410696507e-03,-2.878818660974502563e-03,-1.740592648275196552e-03,-2.905468689277768135e-03,-9.243249078281223774e-04,-2.265118062496185303e-03,8.631336095277220011e-05,7.584810955449938774e-04,7.073309388943016529e-04,1.291550928726792336e-03,-4.556728235911577940e-04,9.252732270397245884e-04,-1.824273611418902874e-03,1.665884745307266712e-03,3.190010029356926680e-04,-5.088701378554105759e-03,1.347595709376037121e-03,-2.068525413051247597e-03,-4.766337107867002487e-03,2.829347038641571999e-03,1.234212541021406651e-03,-2.165384124964475632e-03,1.134822377935051918e-03,2.018798375502228737e-03,2.874012337997555733e-03,-2.310463227331638336e-03,-5.166040500625967979e-04,8.574181701987981796e-04,-3.861769801005721092e-03,-3.166388196405023336e-04,2.686353167518973351e-03,-2.154574496671557426e-03,-8.368619717657566071e-03,-5.325606907717883587e-04,-3.018864197656512260e-03,1.977580133825540543e-03,3.232048591598868370e-03,8.906482835300266743e-04
1.183831132948398590e-03,4.540956579148769379e-03,-4.090866539627313614e-03,-1.654249965213239193e-03,-4.048161499667912722e-04,-1.616452238522469997e-03,4.745178157463669777e-04,4.044435336254537106e-04,-2.025486668571829796e-03,3.986998854088597000e-05,1.550818560644984245e-03,-3.358558518812060356e-03,-1.136912149377167225e-03,1.785719417966902256e-03,1.807790686143562198e-04,3.358610207214951515e-03,-1.511292299255728722e-03,-3.403941227588802576e-04,-1.745693385601043701e-03,-1.590221771039068699e-03,1.361867412924766541e-03,1.878512441180646420e-03,-2.385068655712530017e-04,7.658483809791505337e-04,-6.213076994754374027e-04,8.184053585864603519e-04,1.084176707081496716e-03,-1.189011847600340843e-03,1.065380056388676167e-03,-5.030512329540215433e-05,-2.581700391601771116e-04,-1.306844176724553108e-03,8.796970359981060028e-04,-2.570610377006232738e-04,-1.109170611016452312e-03,9.477416751906275749e-04,-3.446627233643084764e-04,-4.942261730320751667e-04,4.388895176816731691e-04,-4.300996079109609127e-04
-3.176914760842919350e-03,-1.477611134760081768e-03,-2.375977579504251480e-03,9.598257602192461491e-04,5.291115492582321167e-03,-5.928368045715615153e-05,1.482830732129514217e-03,-3.069002414122223854e-04,-1.922448165714740753e-03,-3.216207842342555523e-04,-1.806848449632525444e-03,2.459707204252481461e-03,7.400805479846894741e-04,9.141278569586575031e-04,2.880633808672428131e-03,5.745733506046235561e-04,-8.641539025120437145e-04,-9.450382203795015812e-04,1.470726332627236843e-03,-1.709020230919122696e-03,2.078780438750982285e-03,1.004418940283358097e-03,-3.061839845031499863e-03,1.378986402414739132e-03,1.822599209845066071e-03,-2.068393863737583160e-03,1.000283635221421719e-03,-9.547966183163225651e-04,-1.043255208060145378e-03,2.576944243628531694e-04,-6.604738882742822170e-04,-3.776445053517818451e-03,-9.905752958729863167e-04,2.941178856417536736e-03,-1.372750150039792061e-03,-3.311208216473460197e-03,-9.847398614510893822e-04,-8.664783090353012085e-04,3.521009348332881927e-03,3.447226117714308202e-05
-3.963200841099023819e-03,9.653206798247992992e-04,3.038300666958093643e-03,-3.091143909841775894e-03,-1.360879163257777691e-03,-1.839358825236558914e-03,-3.186694579198956490e-03,8.594238315708935261e-04,-1.040033675963059068e-04,-9.402165887877345085e-04,1.423427136614918709e-03,1.708053401671350002e-03,6.375414668582379818e-04,-1.487831468693912029e-03,4.164206620771437883e-04,1.066916083800606430e-04,-8.827358251437544823e-04,-3.665759228169918060e-03,2.426832914352416992e-03,3.155662125209346414e-05,-4.249523859471082687e-03,1.390183228068053722e-03,5.071059335023164749e-03,-2.439704025164246559e-03,2.463578945025801659e-03,1.857470255345106125e-03,5.260751582682132721e-03,-5.655450513586401939e-04,-1.240940531715750694e-03,5.413835751824080944e-04,-3.306616563349962234e-03,2.395574992988258600e-04,4.018540028482675552e-03,-3.958031884394586086e-04,-2.585055539384484291e-03,4.760356969200074673e-04,-5.489446688443422318e-03,1.806146348826587200e-03,1.548863830976188183e-03,-3.742162371054291725e-03
2.120423887390643358e-04,4.961066879332065582e-03,-4.998226650059223175e-03,-1.208619796670973301e-03,-8.901174878701567650e-04,5.028976011089980602e-04,-2.541293506510555744e-04,-3.259305376559495926e-03,-5.039104260504245758e-03,4.496586043387651443e-03,2.108980668708682060e-03,-5.005669314414262772e-03,1.416138373315334320e-03,2.204112242907285690e-03,1.785333006409928203e-04,3.647899022325873375e-03,-2.012791577726602554e-03,-1.834632130339741707e-03,-3.092249389737844467e-03,1.627913210541009903e-03,1.595389796420931816e-03,4.527643788605928421e-03,-1.265662023797631264e-03,2.405766397714614868e-03,-5.887266015633940697e-04,-1.785814383765682578e-04,-2.172187436372041702e-03,-2.843308495357632637e-03,3.078664187341928482e-03,1.964117400348186493e-03,-9.810042101889848709e-04,-3.268992528319358826e-03,4.587870207615196705e-04,-5.840231315232813358e-04,-3.612952074036002159e-03,1.875075395219027996e-03,2.308234572410583496e-03,-2.310710959136486053e-03,8.946933085098862648e-04,-6.675137556158006191e-04
-3.230367787182331085e-03,-2.001500222831964493e-03,-2.786073833703994751e-03,1.151007949374616146e-03,5.193401593714952469e-03,2.018161350861191750e-03,8.479972020722925663e-04,-1.190900336951017380e-03,-2.335186582058668137e-03,9.701159433461725712e-04,-3.090097568929195404e-03,2.480515046045184135e-03,-2.676331205293536186e-03,2.526424359530210495e-03,5.002956371754407883e-03,2.023498993366956711e-03,1.420862041413784027e-03,-6.144692306406795979e-04,1.898050075396895409e-03,-4.741302691400051117e-04,1.559563563205301762e-03,-2.194917906308546662e-04,-2.271764213219285011e-03,2.275489037856459618e-03,-1.645768759772181511e-03,-1.855515409260988235e-03,2.127835527062416077e-03,-5.142814014106988907e-03,6.012379308231174946e-04,9.585906518623232841e-04,-4.230370395816862583e-04,-3.642606083303689957e-03,-1.640860806219279766e-03,7.856036063458304852e-06,-3.657167078927159309e-03,-1.699535176157951355e-03,-6.271506426855921745e-04,6.713204784318804741e-04,1.542765181511640549e-03,1.974655082449316978e-03
-4.165554884821176529e-03,1.035917084664106369e-03,3.644780721515417099e-03,-3.385956631973385811e-03,-7.647635648027062416e-04,-5.051697953604161739e-04,-4.807895049452781677e-03,1.828856416977941990e-03,7.679542613914236426e-05,-2.610752824693918228e-03,1.821319456212222576e-04,1.370094134472310543e-03,1.276268041692674160e-03,-2.625061431899666786e-03,2.191422041505575180e-03,-1.118904678151011467e-03,-2.407926833257079124e-03,-2.411200664937496185e-03,1.150851836428046227e-03,2.188179409131407738e-03,-3.886627964675426483e-03,1.162223867140710354e-03,5.838237702846527100e-03,-1.931831502588465810e-04,1.354597974568605423e-03,2.855045255273580551e-03,4.720690194517374039e-03,2.338252030313014984e-03,-8.590726065449416637e-04,4.339631705079227686e-04,7.885999511927366257e-04,2.488665748387575150e-03,3.584409831091761589e-03,9.293027105741202831e-04,8.457425865344703197e-04,1.697114901617169380e-03,-3.823382779955863953e-03,1.740329433232545853e-03,3.043680684641003609e-03,-2.449947409331798553e-03
