-1.247101053595542908e-01,-1.630363911390304565e-01,1.897449605166912079e-02,3.966594114899635315e-02,1.882367134094238281e-01,-2.774629294872283936e-01,-1.777237802743911743e-01,6.985173374414443970e-02,2.730603329837322235e-02,6.544691324234008789e-01
-2.037888318300247192e-01,-3.105184435844421387e-02,-8.500335365533828735e-02,5.878263115882873535e-01,-3.041892647743225098e-01,1.067035198211669922e-01,8.365755677223205566e-01,-1.387007441371679306e-02,2.726122140884399414e-01,2.185661792755126953e-01
1.162411831319332123e-02,-1.503985673189163208e-01,1.404364593327045441e-02,6.531582027673721313e-02,-3.209824264049530029e-01,2.139281779527664185e-01,-1.702253669500350952e-01,1.692473888397216797e-01,2.363338917493820190e-01,-8.441978096961975098e-01
-1.889446079730987549e-01,-1.467011570930480957e-01,7.342891395092010498e-02,-3.992727994918823242e-01,4.345893561840057373e-01,-4.650579392910003662e-01,-1.189147710800170898e+00,5.362956598401069641e-02,-2.248804271221160889e-01,1.061468362808227539e+00
-2.497203648090362549e-01,1.266701519489288330e-01,-1.577545553445816040e-01,1.349947333335876465e+00,-2.943323850631713867e-01,2.297928333282470703e-01,2.734921932220458984e+00,2.024670690298080444e-01,4.696340262889862061e-01,1.315963625907897949e+00
6.590761244297027588e-02,-2.397896349430084229e-01,6.873338669538497925e-02,-2.406853735446929932e-01,-2.755101025104522705e-01,6.778793334960937500e-01,-9.057078361511230469e-01,6.306639313697814941e-01,1.203788444399833679e-01,-1.673734188079833984e+00
4.601837992668151855e-01,1.413948535919189453e+00,-3.886104106903076172e+00,2.218029403686523438e+01,-2.686766242980957031e+01,-2.856188201904296875e+01,3.804920196533203125e+01,-4.215690135955810547e+00,2.548229217529296875e+01,-6.036728620529174805e-01
-2.488839775323867798e-01,1.674188375473022461e+00,-2.367959976196289062e+00,1.345549488067626953e+01,-1.368062305450439453e+01,-1.517127609252929688e+01,2.534005355834960938e+01,-2.666146278381347656e+00,1.375009918212890625e+01,4.552918434143066406e+00
5.410715341567993164e-01,1.994803071022033691e+00,-3.350856781005859375e+00,1.703360366821289062e+01,-2.287958908081054688e+01,-2.256032943725585938e+01,3.071889877319335938e+01,-1.105018377304077148e+00,2.168375968933105469e+01,-1.099447131156921387e+00
-2.129897689819335938e+01,-1.993036460876464844e+01,1.357160186767578125e+02,9.891139221191406250e+01,-3.311845397949218750e+02,-1.537792968750000000e+01,-4.279641342163085938e+01,2.156434936523437500e+02,-5.796857299804687500e+02,6.606236267089843750e+01
1.106959533691406250e+02,2.673197364807128906e+01,-2.710132598876953125e+01,7.093461608886718750e+01,-4.542113113403320312e+01,-2.171324005126953125e+02,5.379497909545898438e+01,5.009626770019531250e+01,1.576690673828125000e+02,4.969418334960937500e+01
1.960412597656250000e+02,-1.997956395149230957e+00,5.028607559204101562e+01,-1.163750762939453125e+02,-2.371202850341796875e+02,-2.967205810546875000e+02,3.286204528808593750e+02,-5.826113891601562500e+02,-2.004337310791015625e+02,2.681184692382812500e+02
-4.432167434692382812e+01,1.127377510070800781e+01,3.053034973144531250e+02,3.353011169433593750e+02,-7.949108886718750000e+02,3.211695098876953125e+01,-3.300106811523437500e+02,8.360335693359375000e+02,-1.133371093750000000e+03,-1.460148010253906250e+02
4.523760070800781250e+02,6.756692504882812500e+01,-1.595028076171875000e+02,2.193779449462890625e+02,1.195195617675781250e+02,-6.613989257812500000e+02,-7.162549018859863281e+00,5.231681518554687500e+02,4.122691650390625000e+02,1.907667694091796875e+02
5.974611206054687500e+02,-1.104058303833007812e+02,2.610080261230468750e+02,-2.481341552734375000e+02,-3.715753784179687500e+02,-9.114769897460937500e+02,8.328263549804687500e+02,-1.672281616210937500e+03,-1.646589660644531250e+02,5.933861694335937500e+02
